date,game_pk,game_number,sport,market,match,away_team_name,home_team_name,total_line,over_price,under_price,final_total_runs,result,paired_bucket,paired_winning_side,paired_over_bucket_plus_or_minus,paired_under_bucket_plus_or_minus,source_pull_time,polymarket_event_slug,polymarket_market_slug,polymarket_market_id,over_token_id,under_token_id,polymarket_event_url
2026-03-29,823647,1,MLB,Game Total O/U,Pittsburgh Pirates @ New York Mets,Pittsburgh Pirates,New York Mets,8.5,43,57,7,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-03-29T07:00:37.000Z under=2026-03-29T07:00:41.000Z,mlb-pit-nym-2026-03-29,mlb-pit-nym-2026-03-29-total-8pt5,1763386,103832327435213227902076834419037889614151862318210095660515903100082462765559,101147238597158998936405306644628411869917955455567631119135021219414807058921,https://polymarket.us/event/mlb-pit-nym-2026-03-29
2026-03-29,823079,1,MLB,Game Total O/U,Tampa Bay Rays @ St. Louis Cardinals,Tampa Bay Rays,St. Louis Cardinals,7.5,52.5,47.5,18,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-03-29T07:00:33.000Z under=2026-03-29T07:00:34.000Z,mlb-tb-stl-2026-03-29,mlb-tb-stl-2026-03-29-total-7pt5,1763380,85815370751491852157978624420581709461492472107896041797427854263142559446804,30509084241433695975583577564814111117446364403972991994129893335855189005793,https://polymarket.us/event/mlb-tb-stl-2026-03-29
2026-03-29,823079,1,MLB,Game Total O/U,Tampa Bay Rays @ St. Louis Cardinals,Tampa Bay Rays,St. Louis Cardinals,8.5,44,56,18,Over,Over 40-45 / Under 55-60,Over,Over 40-45 +,Under 55-60 -,03:00 ET history nearest over=2026-03-29T07:00:32.000Z under=2026-03-29T06:50:41.000Z,mlb-tb-stl-2026-03-29,mlb-tb-stl-2026-03-29-total-8pt5,1767813,12330025680475329495534515111838915969651933992370905163420112884560230556360,30864126815159562857757869869123615868251816977335522493895878074578028458157,https://polymarket.us/event/mlb-tb-stl-2026-03-29
2026-03-29,823487,1,MLB,Game Total O/U,Texas Rangers @ Philadelphia Phillies,Texas Rangers,Philadelphia Phillies,7.5,52.5,47.5,11,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-03-29T07:00:53.000Z under=2026-03-29T07:00:52.000Z,mlb-tex-phi-2026-03-29,mlb-tex-phi-2026-03-29-total-7pt5,1763394,79583790937539694093339774240825554489531549148717782946174896276465111347716,65725394805083618411289058924548766861280711907406117710578761256523008899818,https://polymarket.us/event/mlb-tex-phi-2026-03-29
2026-03-29,823487,1,MLB,Game Total O/U,Texas Rangers @ Philadelphia Phillies,Texas Rangers,Philadelphia Phillies,8.5,44,56,11,Over,Over 40-45 / Under 55-60,Over,Over 40-45 +,Under 55-60 -,03:00 ET history nearest over=2026-03-29T07:00:37.000Z under=2026-03-29T06:50:41.000Z,mlb-tex-phi-2026-03-29,mlb-tex-phi-2026-03-29-total-8pt5,1766053,98057194812957479333752481123167469919323420305115018076433528457331390368034,6166369233273775789679188177764546464943946688112144524016697598826060170053,https://polymarket.us/event/mlb-tex-phi-2026-03-29
2026-03-29,824700,1,MLB,Game Total O/U,Washington Nationals @ Chicago Cubs,Washington Nationals,Chicago Cubs,9.5,49,51,9,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-29T07:00:38.000Z under=2026-03-29T07:00:33.000Z,mlb-wsh-chc-2026-03-29,mlb-wsh-chc-2026-03-29-total-9pt5,1763378,88520927938286475665642108666501347091198212094915544801908407630104291690944,91911247292020583884977474985110917345478268221869745809947616939011850263085,https://polymarket.us/event/mlb-wsh-chc-2026-03-29
2026-03-30,824943,1,MLB,Game Total O/U,Athletics @ Atlanta Braves,Athletics,Atlanta Braves,9.5,48,52,4,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-30T07:00:51.000Z under=2026-03-30T07:00:52.000Z,mlb-oak-atl-2026-03-30,mlb-oak-atl-2026-03-30-total-9pt5,1779360,53924310663801363315041937709961462376264626467699044917079350017173520492209,28900726472260841524463480256844923346967812246419066625359008289182703475952,https://polymarket.us/event/mlb-oak-atl-2026-03-30
2026-03-30,823890,1,MLB,Game Total O/U,Chicago White Sox @ Miami Marlins,Chicago White Sox,Miami Marlins,8.5,47.5,52.5,13,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-03-30T07:00:54.000Z under=2026-03-30T06:50:45.000Z,mlb-cws-mia-2026-03-30,mlb-cws-mia-2026-03-30-total-8pt5,1779366,17806116880047113463437805220161860806379940445779639898474599086465029870464,5198158563247039336129577881121536185538977306961016231135305917520211389476,https://polymarket.us/event/mlb-cws-mia-2026-03-30
2026-03-30,822834,1,MLB,Game Total O/U,Colorado Rockies @ Toronto Blue Jays,Colorado Rockies,Toronto Blue Jays,8.5,50.5,49.5,19,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-03-30T06:50:48.000Z under=2026-03-30T06:50:44.000Z,mlb-col-tor-2026-03-30,mlb-col-tor-2026-03-30-total-8pt5,1779362,22453764732119459284998466195662991839681154803758306709446489676571760841150,87262039186459175778307127157272408204848579578024875085403316474739881502525,https://polymarket.us/event/mlb-col-tor-2026-03-30
2026-03-30,824702,1,MLB,Game Total O/U,Los Angeles Angels @ Chicago Cubs,Los Angeles Angels,Chicago Cubs,9.5,47,53,9,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-30T07:00:52.000Z under=2026-03-30T06:50:41.000Z,mlb-laa-chc-2026-03-30,mlb-laa-chc-2026-03-30-total-9pt5,1779358,15125224279119270951874181077126228564046370017671571644527157858175731574663,99084328879303955256591936766449296570947061185796489889119461451590305434228,https://polymarket.us/event/mlb-laa-chc-2026-03-30
2026-03-30,824135,1,MLB,Game Total O/U,Minnesota Twins @ Kansas City Royals,Minnesota Twins,Kansas City Royals,9.5,50.5,49.5,4,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-03-30T07:00:49.000Z under=2026-03-30T06:50:46.000Z,mlb-min-kc-2026-03-30,mlb-min-kc-2026-03-30-total-9pt5,1779372,85982797613023613682005690469201830731714686661175292883311594560335108940796,92780338437967868636541322870032990117958117851228268055327726459096370275989,https://polymarket.us/event/mlb-min-kc-2026-03-30
2026-03-30,823080,1,MLB,Game Total O/U,New York Mets @ St. Louis Cardinals,New York Mets,St. Louis Cardinals,8.5,53.5,46.5,6,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-03-30T06:50:44.000Z under=2026-03-30T06:50:41.000Z,mlb-nym-stl-2026-03-30,mlb-nym-stl-2026-03-30-total-8pt5,1779354,108279972748926201139224121363830747447453860004194236955957732173600089046521,12249971730320210381944798391921203528474823765794837988395384416155910185714,https://polymarket.us/event/mlb-nym-stl-2026-03-30
2026-03-30,823080,1,MLB,Game Total O/U,New York Mets @ St. Louis Cardinals,New York Mets,St. Louis Cardinals,9.5,42.5,57.5,6,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-03-30T07:00:55.000Z under=2026-03-30T06:50:43.000Z,mlb-nym-stl-2026-03-30,mlb-nym-stl-2026-03-30-total-9pt5,1786588,22741942996378808307663816565480030128951833973979635822867727060079242977610,10722685196416655376447162475043220151884153482995679927522966318087414437414,https://polymarket.us/event/mlb-nym-stl-2026-03-30
2026-03-30,824539,1,MLB,Game Total O/U,Pittsburgh Pirates @ Cincinnati Reds,Pittsburgh Pirates,Cincinnati Reds,8.5,46,54,2,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-30T07:00:45.000Z under=2026-03-30T06:50:46.000Z,mlb-pit-cin-2026-03-30,mlb-pit-cin-2026-03-30-total-8pt5,1779368,76290780657210838427387656933710149321907662724187951424778886602029523866860,39927554747749325457823775830397171358124868420082272535626287430888358410588,https://polymarket.us/event/mlb-pit-cin-2026-03-30
2026-03-30,823809,1,MLB,Game Total O/U,Tampa Bay Rays @ Milwaukee Brewers,Tampa Bay Rays,Milwaukee Brewers,8.5,44.5,55.5,5,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-03-30T07:00:52.000Z under=2026-03-30T06:50:45.000Z,mlb-tb-mil-2026-03-30,mlb-tb-mil-2026-03-30-total-8pt5,1779356,91083025157431039981033294053839608763540998382114708709529292465513425005664,100821759056965308810676052783855637349362921174651154698523825584758528221121,https://polymarket.us/event/mlb-tb-mil-2026-03-30
2026-03-30,824863,1,MLB,Game Total O/U,Texas Rangers @ Baltimore Orioles,Texas Rangers,Baltimore Orioles,8.5,55,45,7,Under,Over 55-60 / Under 40-45,Under,Over 55-60 -,Under 40-45 +,03:00 ET history nearest over=2026-03-30T07:00:52.000Z under=2026-03-30T06:50:47.000Z,mlb-tex-bal-2026-03-30,mlb-tex-bal-2026-03-30-total-8pt5,1779370,29150006576916425379568804667002600608063147134937269314151821317923164212153,70238756195032752167622127745900629138053141586897487353082517232461095942926,https://polymarket.us/event/mlb-tex-bal-2026-03-30
2026-03-30,824863,1,MLB,Game Total O/U,Texas Rangers @ Baltimore Orioles,Texas Rangers,Baltimore Orioles,9.5,45.5,54.5,7,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-30T06:50:45.000Z under=2026-03-30T07:00:47.000Z,mlb-tex-bal-2026-03-30,mlb-tex-bal-2026-03-30-total-9pt5,1781765,87771342517009537574960320432408187241628641955878224631186225366921753668583,538623706040826892638052573958939731055096753782256010373765385086891363258,https://polymarket.us/event/mlb-tex-bal-2026-03-30
2026-03-30,823484,1,MLB,Game Total O/U,Washington Nationals @ Philadelphia Phillies,Washington Nationals,Philadelphia Phillies,9.5,45.5,54.5,15,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-03-30T06:50:46.000Z under=2026-03-30T06:50:46.000Z,mlb-wsh-phi-2026-03-30,mlb-wsh-phi-2026-03-30-total-9pt5,1779364,64340016405012262700880142107398419399814819399317066289357285891330704691048,12386144482086897040286909596496930762905356552429471899549442065742996361200,https://polymarket.us/event/mlb-wsh-phi-2026-03-30
2026-03-31,824942,1,MLB,Game Total O/U,Athletics @ Atlanta Braves,Athletics,Atlanta Braves,9.5,47.5,52.5,7,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-31T06:50:03.000Z under=2026-03-31T07:00:44.000Z,mlb-oak-atl-2026-03-31,mlb-oak-atl-2026-03-31-total-9pt5,1796324,94028883977243473528098449050941191246079412494744354589243059267430388695921,55426756432406540748027457939522099141270554405147533438496575507371623872687,https://polymarket.us/event/mlb-oak-atl-2026-03-31
2026-03-31,823888,1,MLB,Game Total O/U,Chicago White Sox @ Miami Marlins,Chicago White Sox,Miami Marlins,8.5,50.5,49.5,11,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-03-31T06:50:07.000Z under=2026-03-31T07:00:58.000Z,mlb-cws-mia-2026-03-31,mlb-cws-mia-2026-03-31-total-8pt5,1794448,14448534307368982217340841759134139032143524722954739004294693223691824414531,16613693803936572290196663231171683453987946970019716016380705902616633928633,https://polymarket.us/event/mlb-cws-mia-2026-03-31
2026-03-31,822836,1,MLB,Game Total O/U,Colorado Rockies @ Toronto Blue Jays,Colorado Rockies,Toronto Blue Jays,8.5,48.5,51.5,6,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-31T06:50:11.000Z under=2026-03-31T07:00:56.000Z,mlb-col-tor-2026-03-31,mlb-col-tor-2026-03-31-total-8pt5,1797620,53438853380038718600990149906904418447515377445024295071773293433389824198661,69987743174053203334242937562725398042348048739399900072655603324619783509371,https://polymarket.us/event/mlb-col-tor-2026-03-31
2026-03-31,824699,1,MLB,Game Total O/U,Los Angeles Angels @ Chicago Cubs,Los Angeles Angels,Chicago Cubs,7.5,45.5,54.5,2,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-31T07:00:59.000Z under=2026-03-31T06:50:07.000Z,mlb-laa-chc-2026-03-31,mlb-laa-chc-2026-03-31-total-7pt5,1794446,17989469169745183355461892241482500342050972128680589979422104104246399345724,46615217664573669428725799836138017910745317478973007630295197854998538243757,https://polymarket.us/event/mlb-laa-chc-2026-03-31
2026-03-31,823077,1,MLB,Game Total O/U,New York Mets @ St. Louis Cardinals,New York Mets,St. Louis Cardinals,8.5,48.5,51.5,3,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-31T07:00:56.000Z under=2026-03-31T07:00:51.000Z,mlb-nym-stl-2026-03-31,mlb-nym-stl-2026-03-31-total-8pt5,1795180,84335777417737528419034989433465689708418191870785212153529999647528976060196,38503931662768268390070613759310300804548193196769305829002585274512721928192,https://polymarket.us/event/mlb-nym-stl-2026-03-31
2026-03-31,823077,1,MLB,Game Total O/U,New York Mets @ St. Louis Cardinals,New York Mets,St. Louis Cardinals,9.5,37.5,62.5,3,Under,Over 35-40 / Under 60-65,Under,Over 35-40 -,Under 60-65 +,03:00 ET history nearest over=2026-03-31T07:00:55.000Z under=2026-03-31T07:00:46.000Z,mlb-nym-stl-2026-03-31,mlb-nym-stl-2026-03-31-total-9pt5,1794442,7456996470374321885699806545789964256505100447183952499390076507103757880219,95257224059927577596816653839982006540069450596864763762139416024444698750504,https://polymarket.us/event/mlb-nym-stl-2026-03-31
2026-03-31,824537,1,MLB,Game Total O/U,Pittsburgh Pirates @ Cincinnati Reds,Pittsburgh Pirates,Cincinnati Reds,8.5,55,45,11,Over,Over 55-60 / Under 40-45,Over,Over 55-60 +,Under 40-45 -,03:00 ET history nearest over=2026-03-31T06:50:10.000Z under=2026-03-31T06:50:06.000Z,mlb-pit-cin-2026-03-31,mlb-pit-cin-2026-03-31-total-8pt5,1797630,42938056451017101637679569738201988116784865031833276928647887883650323803460,51343818507770831710900154012003235586668956794478381191603406386833348369274,https://polymarket.us/event/mlb-pit-cin-2026-03-31
2026-03-31,824537,1,MLB,Game Total O/U,Pittsburgh Pirates @ Cincinnati Reds,Pittsburgh Pirates,Cincinnati Reds,9.5,44.5,55.5,11,Over,Over 40-45 / Under 55-60,Over,Over 40-45 +,Under 55-60 -,03:00 ET history nearest over=2026-03-31T06:50:04.000Z under=2026-03-31T06:50:12.000Z,mlb-pit-cin-2026-03-31,mlb-pit-cin-2026-03-31-total-9pt5,1794450,16845473021423441975181156808863083895297779885136271559867622907834240957448,1137589209779478847915720500367196696769322723650566674624923009989709368818,https://polymarket.us/event/mlb-pit-cin-2026-03-31
2026-03-31,823807,1,MLB,Game Total O/U,Tampa Bay Rays @ Milwaukee Brewers,Tampa Bay Rays,Milwaukee Brewers,7.5,48,52,8,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-03-31T07:00:57.000Z under=2026-03-31T07:00:54.000Z,mlb-tb-mil-2026-03-31,mlb-tb-mil-2026-03-31-total-7pt5,1794444,43773630990167857180460100261548390107086864945994205605976795156646511986460,67939512124616446186836980405902369340383143130015415204397657773878069681899,https://polymarket.us/event/mlb-tb-mil-2026-03-31
2026-03-31,824861,1,MLB,Game Total O/U,Texas Rangers @ Baltimore Orioles,Texas Rangers,Baltimore Orioles,8.5,48,52,13,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-03-31T07:00:53.000Z under=2026-03-31T07:00:51.000Z,mlb-tex-bal-2026-03-31,mlb-tex-bal-2026-03-31-total-8pt5,1798125,87892234756167866082107931713779774815709966104145622034117324086313915893492,96610228543868522806589403809757602784956327963783448041713233055685033011869,https://polymarket.us/event/mlb-tex-bal-2026-03-31
2026-03-31,823485,1,MLB,Game Total O/U,Washington Nationals @ Philadelphia Phillies,Washington Nationals,Philadelphia Phillies,9.5,44.5,55.5,5,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-03-31T06:50:08.000Z under=2026-03-31T06:50:04.000Z,mlb-wsh-phi-2026-03-31,mlb-wsh-phi-2026-03-31-total-9pt5,1796326,69935657825120057026105033642836070076396891789788873383817729391711386874583,58072817042667965498899788570110594104925145135238039830944429264177306759880,https://polymarket.us/event/mlb-wsh-phi-2026-03-31
2026-04-01,824940,1,MLB,Game Total O/U,Athletics @ Atlanta Braves,Athletics,Atlanta Braves,8.5,44,56,6,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-04-01T07:00:47.000Z under=2026-04-01T06:50:46.000Z,mlb-oak-atl-2026-04-01,mlb-oak-atl-2026-04-01-total-8pt5,1808573,575555265978155462626788036375202531247718295013858531547684357888883927734,112915922735939141829860159783320575442556832158230174934274885756942412213543,https://polymarket.us/event/mlb-oak-atl-2026-04-01
2026-04-01,824211,1,MLB,Game Total O/U,Boston Red Sox @ Houston Astros,Boston Red Sox,Houston Astros,7.5,45.5,54.5,10,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-04-01T07:00:35.000Z under=2026-04-01T07:00:58.000Z,mlb-bos-hou-2026-04-01,mlb-bos-hou-2026-04-01-total-7pt5,1809158,111519340136874109797470389964793549443980452086034733666395513050670580253455,71411457026604538030889581839091057720831325826187428432453663434478209482418,https://polymarket.us/event/mlb-bos-hou-2026-04-01
2026-04-01,823889,1,MLB,Game Total O/U,Chicago White Sox @ Miami Marlins,Chicago White Sox,Miami Marlins,7.5,51.5,48.5,10,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-04-01T07:00:41.000Z under=2026-04-01T07:00:51.000Z,mlb-cws-mia-2026-04-01,mlb-cws-mia-2026-04-01-total-7pt5,1810747,78774163174378212917810556376906301566188683276944313293327987788220413532967,111437550682212198064643048198443344723157826713736276449821098844756538183346,https://polymarket.us/event/mlb-cws-mia-2026-04-01
2026-04-01,823889,1,MLB,Game Total O/U,Chicago White Sox @ Miami Marlins,Chicago White Sox,Miami Marlins,8.5,44,56,10,Over,Over 40-45 / Under 55-60,Over,Over 40-45 +,Under 55-60 -,03:00 ET history nearest over=2026-04-01T07:00:53.000Z under=2026-04-01T07:00:44.000Z,mlb-cws-mia-2026-04-01,mlb-cws-mia-2026-04-01-total-8pt5,1809164,97988097331519070751159294822515126613567057138283550954991470620037471336541,114051029778104486821388879348344294309923909294719364225568909825762581848592,https://polymarket.us/event/mlb-cws-mia-2026-04-01
2026-04-01,822835,1,MLB,Game Total O/U,Colorado Rockies @ Toronto Blue Jays,Colorado Rockies,Toronto Blue Jays,8.5,41,59,3,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-04-01T07:00:54.000Z under=2026-04-01T07:00:54.000Z,mlb-col-tor-2026-04-01,mlb-col-tor-2026-04-01-total-8pt5,1809166,39839897816224233695289101729136534855395231571177252871690853649662432922430,45444339121298521056684236692309829602679782565604822095917096766295145349158,https://polymarket.us/event/mlb-col-tor-2026-04-01
2026-04-01,825106,1,MLB,Game Total O/U,Detroit Tigers @ Arizona Diamondbacks,Detroit Tigers,Arizona Diamondbacks,8.5,44,56.5,1,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-04-01T06:50:48.000Z under=2026-04-01T07:00:51.000Z,mlb-det-ari-2026-04-01,mlb-det-ari-2026-04-01-total-8pt5,1811361,93758393724331689336644674193847782148739362145465760963481854628065760332763,96278473174233851818445210340482533100232448974306615318865915229316092621379,https://polymarket.us/event/mlb-det-ari-2026-04-01
